paper,constant,parameter,published,certified_interval,verdict,evidence_label,artifact
FD10-0810.0785,f(3,2),2dp-entry-FD-TableII,1.48,"[1.4697819938, 1.4697820261]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(4,2),2dp-entry-FD-TableII,1.35,"[1.3472863981, 1.3472864047]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(4,3),2dp-entry-FD-TableII,2.18,"[2.1699250014, 2.1699250391]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(5,2),2dp-entry-FD-TableII,1.30,"[1.2914802880, 1.2914803043]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(5,3),2dp-entry-FD-TableII,1.88,"[1.8715442105, 1.8715442453]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(5,4),2dp-entry-FD-TableII,2.87,"[2.8611805335, 2.8611806386]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(6,2),2dp-entry-FD-TableII,1.28,"[1.2692691229, 1.2692691277]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(6,3),2dp-entry-FD-TableII,1.77,"[1.7660748732, 1.7660748979]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(6,4),2dp-entry-FD-TableII,2.43,"[2.4268701125, 2.4268702190]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(6,5),2dp-entry-FD-TableII,3.62,"[3.6194245753, 3.6194247766]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(7,2),2dp-entry-FD-TableII,1.26,"[1.2482697907, 1.2482698026]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(7,3),2dp-entry-FD-TableII,1.71,"[1.6972637533, 1.6972834405]",ENCLOSED_BELOW_PUBLISH,MACHINE-VERIFIED,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef+
FD10-0810.0785,f(11,5),2dp-not-in-FD-Table,2.39 (extrapolated),"[2.3888120200, 2.3888120204]",NEW_CERT_row_not_in_published_table,MACHINE-VERIFIED,campaigns/2026-08-30T01:17:57Z_932722670973
RC-2305.07156,upper 0.3745(1-d),d=0.68,n=28 row 0.1199,"[U_cert(28,0.68)=0.1316825583, i.e. certified UB only]",UNKNOWN-ONLY-WEAKER-BOUND-ACHIEVABLE,COMPUTATIONAL-EVIDENCE,campaigns/2026-08-30T02:47:50Z_1811e9be088b
RC-2305.07156,upper 0.3745(1-d),d=0.75,d=0.85,d=0.95,unreached,"","",UNREACHABLE_N28,COMPUTATIONAL-EVIDENCE,campaigns/2026-08-30T02:47:50Z_1811e9be088b
RC-2305.07156,lower 0.1221(1-d),PRC_0.19,0.1221,"REPRODUCED 0.12213624912193806 vs their notebook 0.12208469671934222",REPRODUCED_COMPUTATIONAL_EVIDENCE,COMPUTATIONAL-EVIDENCE,campaigns/_prc_repro_log
RC-2305.07156,upper-Table-1-U(n,0.68) at n=16 (certified n max full-band),0.68,"n/a (no analog published)",[see verdict column],NEWER_CERTIFIED_UPPER_BOUND_AT_n=16,COMPUTATIONAL-EVIDENCE,campaigns/2026-08-30T01:43:09Z_eabfc720f2ef
